symbol,date,net_income,depreciation_and_amortization,share_based_compensation,other_operating_activities,operating_cash_flow,capital_expenditures,investing_cash_flow,share_issuance_or_repurchase,other_financing_activities,financing_cash_flow,net_cash_flow,free_cash_flow,free_cash_flow_margin,free_cash_flow_per_share,change_in_investments,debt_issued_or_paid,operating_cash_flow_growth,acquisitions,dividends_paid,other_investing_activities,free_cash_flow_growth,common_stock_issued,share_repurchases
TIPT,2020-01-01,29.16,24.95,8.12,136.26,140.17,6.69,123.49,13.89,2.13,31.75,48.43,133.48,16.47,3.94,114.97,53.34,490.38,1.83,5.57,,392.89,,
TIPT,2019-01-01,18.36,21.14,6.36,22.12,23.74,3.34,8.33,9.09,3.52,36.93,52.34,27.08,3.5,0.78,25.36,55.04,58.87,13.7,5.5,,49.83,,
TIPT,2018-01-01,23.93,12.6,6.66,14.54,57.72,3.75,109.11,14.11,2.91,2.0,53.39,53.98,8.62,1.55,138.77,13.98,23.03,15.71,4.78,17.71,19.49,,
TIPT,2017-01-01,3.6,29.99,6.83,6.5,46.92,1.75,212.78,0.8,223.15,194.41,65.29,45.17,7.76,1.55,46.91,31.45,28.04,71.74,3.5,239.35,28.46,,
TIPT,2016-01-01,25.32,28.54,2.78,20.0,36.64,1.48,314.29,43.75,199.77,276.95,0.7,35.16,6.94,1.11,140.43,124.13,,102.27,3.19,70.12,,,
TIPT,2015-01-01,5.78,46.72,0.44,62.4,9.46,6.36,217.8,3.98,0.81,243.66,16.41,15.81,4.03,0.48,298.88,250.15,,64.78,3.31,22.66,,,
TIPT,2014-01-01,1.71,11.95,0.75,12.67,23.65,3.06,569.69,0.04,487.07,506.83,39.21,20.59,25.63,1.23,157.89,19.8,,205.1,0.0,519.41,2.76,,
TIPT,2013-01-01,10.39,3.78,2.56,19.77,3.03,23.07,689.18,0.0,523.59,724.21,31.99,20.04,84.38,1.96,157.09,200.99,,543.98,0.37,11.19,45.39,,
HIPO,2022-01-01,333.4,15.2,61.9,94.8,161.5,19.7,405.9,4.1,10.9,6.8,574.2,181.2,151.38,7.97,384.2,0.0,,0.0,,2.0,,,
HIPO,2021-01-01,371.4,11.0,24.3,211.6,124.5,14.1,30.0,455.8,25.0,480.8,326.3,138.6,151.97,12.73,9.7,0.0,,0.0,,6.2,,,
HIPO,2020-01-01,141.5,6.7,17.2,52.2,65.4,9.4,2.3,2.4,150.7,518.1,450.4,74.8,144.96,21.52,90.8,365.0,,83.7,,,,,
ITIC,2022-01-01,23.9,2.3,0.36,9.64,36.2,5.66,28.75,0.13,0.0,9.32,1.86,30.55,10.78,16.1,18.19,,30.28,4.93,9.18,0.03,41.41,,
ITIC,2021-01-01,67.02,1.89,0.3,17.28,51.93,0.21,9.07,0.0,0.0,37.55,23.45,52.14,15.82,27.53,7.9,,52.31,0.0,37.55,0.96,68.3,,
ITIC,2020-01-01,39.42,1.76,0.23,7.31,34.1,3.12,14.6,0.01,0.0,31.72,12.23,30.98,13.1,16.37,11.51,,63.01,0.0,31.72,0.02,57.0,,
ITIC,2019-01-01,31.46,1.76,0.26,12.57,20.92,1.19,4.49,0.02,,18.15,7.26,19.73,10.75,10.45,5.67,,14.23,0.0,18.13,0.0,12.64,,
ITIC,2018-01-01,21.89,1.66,0.33,0.51,24.39,1.8,2.81,0.03,0.05,23.1,0.0,22.59,14.45,11.97,1.01,,22.59,0.0,23.02,0.01,32.39,,
ITIC,2017-01-01,25.71,1.44,0.22,7.47,19.89,2.83,20.29,0.25,,7.32,0.0,17.06,10.56,9.05,17.3,,11.85,0.18,7.07,0.02,15.55,,
ITIC,2016-01-01,19.52,1.31,0.13,1.61,22.57,2.37,8.84,6.22,,7.59,6.14,20.2,14.59,10.59,1.83,,33.4,8.32,1.37,0.01,41.78,,
ITIC,2015-01-01,12.53,1.11,0.14,3.14,16.92,2.67,4.7,5.43,0.04,6.25,5.96,14.25,11.2,7.18,2.11,,74.69,0.0,0.79,0.08,85.27,,
ITIC,2014-01-01,9.65,0.83,0.12,0.92,9.68,1.99,15.65,1.03,0.15,1.83,7.8,7.69,6.25,3.79,13.7,,36.72,0.0,0.65,0.04,44.69,,
ITIC,2013-01-01,14.71,1.18,0.08,0.66,15.3,1.4,8.55,4.26,0.99,3.93,2.82,13.9,11.01,6.76,7.19,,76.21,0.0,0.66,0.04,69.93,,
ICCH,2022-01-01,0.58,0.69,0.59,10.05,10.76,0.69,6.26,2.51,,5.96,1.47,10.06,14.44,3.32,4.9,3.46,102.47,,,0.66,125.35,,
ICCH,2021-01-01,4.14,0.71,0.56,0.1,5.31,0.85,12.15,0.14,,4.85,1.99,4.46,7.27,1.47,11.05,4.99,229.25,,,0.25,258.29,,
ICCH,2020-01-01,3.53,0.68,0.45,3.06,1.61,0.37,13.11,0.15,,11.47,0.03,1.25,2.2,0.41,11.55,11.62,36.27,,,1.19,41.93,,
ICCH,2019-01-01,4.29,0.79,0.43,2.99,2.53,0.39,0.39,0.15,,0.16,1.98,2.15,3.61,0.71,0.87,0.01,56.15,,,0.88,59.56,,
ICCH,2018-01-01,0.89,0.73,0.41,3.74,5.77,0.47,4.15,3.0,,3.85,2.23,5.31,10.37,1.7,3.13,0.85,685.86,,,0.56,2502.74,,
ICCH,2017-01-01,0.71,0.82,0.0,0.8,0.73,0.53,27.87,29.09,,29.64,2.5,0.2,0.42,0.07,26.35,0.55,84.0,,,1.0,94.61,,
ICCH,2016-01-01,2.81,0.82,0.0,0.96,4.59,0.81,1.6,0.0,1.31,0.79,2.2,3.78,8.43,1.2,0.9,0.51,20.07,,,1.69,26.77,,
ICCH,2015-01-01,2.15,0.51,0.0,3.08,5.74,0.58,5.19,0.0,,0.49,1.04,5.16,12.35,1.48,4.05,0.49,22.07,,,0.56,22.62,,
MMC,2022-01-01,3050.0,1123.0,367.0,1075.0,3465.0,470.0,850.0,1824.0,1297.0,1046.0,728.0,2995.0,14.45,6.0,64.0,619.0,1.45,453.0,1138.0,9.0,3.7,,
MMC,2021-01-01,3143.0,1074.0,348.0,1049.0,3516.0,406.0,1164.0,998.0,1000.0,1297.0,700.0,3110.0,15.69,6.13,13.0,273.0,3.96,775.0,1026.0,4.0,2.5,,
MMC,2020-01-01,2016.0,1096.0,290.0,20.0,3382.0,348.0,793.0,132.0,664.0,925.0,2175.0,3034.0,17.61,6.0,107.0,778.0,43.24,549.0,943.0,3.0,56.39,,
MMC,2019-01-01,1742.0,962.0,252.0,595.0,2361.0,421.0,4395.0,327.0,438.0,4331.0,2432.0,1940.0,11.65,3.83,92.0,5110.0,2.76,4000.0,890.0,66.0,8.36,,
MMC,2018-01-01,1650.0,494.0,193.0,91.0,2428.0,311.0,1089.0,582.0,214.0,1310.0,139.0,2117.0,14.16,4.18,4.0,293.0,28.26,774.0,807.0,8.0,32.4,,
MMC,2017-01-01,1492.0,481.0,149.0,229.0,1893.0,294.0,956.0,734.0,207.0,1009.0,179.0,1599.0,11.4,3.12,13.0,672.0,5.68,655.0,740.0,6.0,9.04,,
MMC,2016-01-01,1768.0,438.0,109.0,308.0,2007.0,249.0,1056.0,612.0,158.0,1067.0,348.0,1758.0,13.31,3.39,2.0,385.0,6.3,813.0,682.0,4.0,12.33,,
MMC,2015-01-01,1599.0,423.0,88.0,222.0,1888.0,323.0,1265.0,1176.0,128.0,906.0,584.0,1565.0,12.14,2.95,65.0,1030.0,10.9,881.0,632.0,4.0,10.78,,
MMC,2014-01-01,1465.0,388.0,93.0,173.0,2119.0,365.0,1222.0,537.0,139.0,968.0,345.0,1754.0,13.54,3.22,298.0,290.0,58.02,554.0,582.0,5.0,85.61,,
MMC,2013-01-01,1357.0,358.0,129.0,503.0,1341.0,396.0,446.0,198.0,116.0,834.0,2.0,945.0,7.71,1.72,93.0,13.0,1.44,137.0,533.0,6.0,6.25,,
AON,2022-01-01,2589.0,264.0,397.0,31.0,3219.0,196.0,449.0,3145.0,416.0,1790.0,431.0,3023.0,24.22,14.28,172.0,1402.0,47.53,81.0,463.0,,47.82,,
AON,2021-01-01,1255.0,326.0,449.0,152.0,2182.0,137.0,49.0,3488.0,258.0,1924.0,72.0,2045.0,16.77,9.1,18.0,1753.0,21.6,204.0,447.0,,22.6,,
AON,2020-01-01,1969.0,413.0,312.0,89.0,2783.0,141.0,679.0,1719.0,88.0,1772.0,629.0,2642.0,23.87,11.39,200.0,271.0,51.66,338.0,412.0,,64.1,,
AON,2019-01-01,1532.0,564.0,317.0,578.0,1835.0,225.0,229.0,1960.0,1012.0,247.0,1422.0,1610.0,14.62,6.75,17.0,1111.0,8.84,13.0,410.0,,11.34,,
AON,2018-01-01,1134.0,769.0,338.0,555.0,1686.0,240.0,31.0,1470.0,184.0,1699.0,100.0,1446.0,13.43,5.9,339.0,337.0,129.7,68.0,382.0,,162.43,,
AON,2017-01-01,1226.0,891.0,319.0,1702.0,734.0,183.0,2787.0,2399.0,157.0,3265.0,325.0,551.0,5.51,2.13,228.0,345.0,68.44,3217.0,364.0,19.0,74.61,,
AON,2016-01-01,1396.0,319.0,306.0,305.0,2326.0,156.0,954.0,1257.0,206.0,1286.0,47.0,2170.0,23.06,8.09,40.0,522.0,15.78,772.0,345.0,66.0,19.96,,
AON,2015-01-01,1385.0,338.0,320.0,34.0,2009.0,200.0,138.0,1550.0,69.0,1689.0,10.0,1809.0,19.08,6.44,37.0,253.0,10.87,189.0,323.0,90.0,16.26,,
AON,2014-01-01,1397.0,594.0,328.0,507.0,1812.0,256.0,545.0,2250.0,101.0,1303.0,103.0,1556.0,12.92,5.27,142.0,1321.0,3.37,431.0,273.0,,2.1,,
AON,2013-01-01,1113.0,635.0,300.0,295.0,1753.0,229.0,339.0,1102.0,49.0,1136.0,186.0,1524.0,12.9,4.89,96.0,227.0,23.54,14.0,212.0,,32.52,,
AJG,2022-01-01,1114.2,599.6,109.8,301.8,2125.4,182.7,1004.8,123.1,55.2,522.8,497.9,1942.7,22.72,9.21,68.2,161.2,24.72,753.9,429.5,,23.31,,
AJG,2021-01-01,906.8,566.3,82.3,148.7,1704.1,128.6,3431.7,1546.7,229.6,2684.1,892.0,1575.5,19.19,7.6,67.9,1759.0,5.7,3235.2,392.0,,7.75,,
AJG,2020-01-01,818.8,562.4,74.5,351.4,1807.1,99.3,471.4,111.9,190.5,505.1,950.4,1707.8,24.38,8.88,56.0,79.1,51.72,316.1,347.4,,62.29,,
AJG,2019-01-01,668.8,474.4,61.2,13.3,1191.1,138.8,1448.5,101.2,140.9,638.4,387.1,1052.3,14.63,5.64,123.9,999.2,55.68,1185.8,321.1,,64.24,,
AJG,2018-01-01,633.5,419.0,55.3,342.7,765.1,124.4,910.3,70.6,114.7,162.0,68.2,640.7,9.24,3.49,15.6,507.9,10.43,770.3,301.8,,11.63,,
AJG,2017-01-01,481.3,385.8,50.8,63.7,854.2,129.2,511.0,42.7,68.4,47.8,367.4,725.0,11.6,4.01,8.9,260.6,31.5,372.9,282.7,,67.9,,
AJG,2016-01-01,396.8,350.8,43.2,141.2,649.6,217.8,485.3,55.4,80.8,11.6,45.1,431.8,7.6,2.43,31.9,396.8,5.32,235.6,272.2,,26.45,,
AJG,2015-01-01,356.8,334.2,33.9,38.8,686.1,99.0,368.9,203.3,56.4,31.7,210.5,587.1,10.89,3.32,29.5,78.9,57.15,240.4,257.5,,65.33,,
AJG,2014-01-01,303.4,258.9,33.5,159.2,436.6,81.5,2011.7,997.0,27.4,1563.5,16.3,355.1,7.68,2.2,20.1,817.0,17.21,1910.1,223.1,,27.32,,
AJG,2013-01-01,268.6,178.6,26.7,101.4,372.5,93.6,851.7,76.2,15.1,480.0,4.0,278.9,8.77,2.12,35.9,601.5,8.6,722.2,182.6,,4.49,,
WTW,2022-01-01,1009.0,687.0,99.0,983.0,812.0,204.0,173.0,3523.0,287.0,3445.0,2806.0,608.0,6.86,5.62,200.0,160.0,60.6,169.0,369.0,,67.31,,
WTW,2021-01-01,4222.0,810.0,101.0,3072.0,2061.0,201.0,2570.0,1617.0,111.0,3114.0,1517.0,1860.0,20.67,14.93,200.0,1012.0,16.18,2971.0,374.0,,25.0,,
WTW,2020-01-01,996.0,916.0,90.0,228.0,1774.0,286.0,160.0,16.0,755.0,378.0,1992.0,1488.0,17.27,11.54,0.0,47.0,64.11,143.0,346.0,17.0,91.75,,
WTW,2019-01-01,1044.0,877.0,74.0,914.0,1081.0,305.0,1614.0,105.0,69.0,455.0,78.0,776.0,9.27,6.04,0.0,958.0,16.07,1312.0,329.0,3.0,19.67,,
WTW,2018-01-01,695.0,747.0,50.0,204.0,1288.0,322.0,341.0,557.0,106.0,903.0,44.0,966.0,11.35,7.43,0.0,66.0,49.42,32.0,306.0,13.0,98.36,,
WTW,2017-01-01,568.0,833.0,67.0,606.0,862.0,375.0,335.0,648.0,134.0,479.0,48.0,487.0,5.94,3.69,0.0,580.0,7.61,44.0,277.0,4.0,22.7,,
WTW,2016-01-01,420.0,769.0,123.0,379.0,933.0,303.0,195.0,333.0,101.0,775.0,353.0,630.0,7.99,4.61,0.0,142.0,282.38,475.0,199.0,23.0,542.86,,
WTW,2015-01-01,373.0,171.0,64.0,364.0,244.0,146.0,943.0,49.0,22.0,640.0,59.0,98.0,2.56,1.44,0.0,890.0,48.85,813.0,277.0,16.0,73.08,,
WTW,2014-01-01,362.0,146.0,52.0,83.0,477.0,113.0,276.0,74.0,21.0,323.0,122.0,364.0,9.57,5.45,0.0,18.0,14.97,159.0,210.0,4.0,19.82,,
WTW,2013-01-01,365.0,149.0,40.0,7.0,561.0,107.0,120.0,155.0,12.0,137.0,304.0,454.0,12.42,6.76,3.0,87.0,6.86,10.0,193.0,,15.52,,
BRO,2022-01-01,671.8,185.8,66.1,42.3,881.4,7.8,1912.6,36.5,57.3,1725.4,563.0,889.2,24.88,3.14,7.3,1938.7,8.98,1927.7,119.5,,13.94,,
BRO,2021-01-01,587.1,152.9,61.0,7.8,808.8,28.4,396.8,48.6,18.8,210.1,198.3,780.4,25.58,2.76,1.6,73.1,13.44,366.8,107.2,,19.71,,
BRO,2020-01-01,480.5,134.8,59.7,38.0,713.0,61.1,759.1,25.0,64.4,355.0,308.9,651.9,24.94,2.29,3.2,545.0,5.13,694.8,100.6,,4.03,,
BRO,2019-01-01,398.51,128.72,46.99,103.96,678.18,51.52,413.59,44.61,6.73,79.22,185.38,626.66,26.2,2.22,9.03,50.0,19.5,353.04,91.34,,18.02,,
BRO,2018-01-01,344.26,109.38,33.52,80.38,567.53,36.54,951.77,83.97,23.59,337.75,46.49,530.99,26.36,1.9,8.64,530.0,28.41,923.87,84.69,,25.86,,
BRO,2017-01-01,399.63,108.14,30.63,96.43,441.98,20.1,62.59,118.78,43.34,336.58,42.81,421.88,22.42,1.51,1.02,96.75,7.53,41.47,77.71,,5.94,,
BRO,2016-01-01,257.49,107.67,8.71,37.18,411.04,12.81,142.41,11.42,5.71,160.52,108.11,398.23,22.54,1.42,6.98,73.13,7.65,122.62,70.26,,6.47,,
BRO,2015-01-01,243.32,108.31,12.24,17.97,381.83,7.8,144.64,150.72,33.39,293.84,56.64,374.03,22.53,1.33,0.84,45.63,0.83,136.0,64.11,,0.08,,
BRO,2014-01-01,206.9,103.84,16.07,58.22,385.02,11.29,707.31,63.47,6.23,589.39,267.1,373.73,23.72,1.33,0.47,718.43,1.12,696.49,59.33,,1.36,,
BRO,2013-01-01,217.11,85.42,20.25,66.6,389.37,10.48,380.63,11.16,13.13,25.61,16.87,378.89,27.79,1.34,2.44,29.91,76.74,367.71,53.55,,80.1,,
ERIE,2022-01-01,298.57,,,67.58,366.15,66.94,106.92,0.0,,300.84,41.61,299.21,10.54,6.48,39.98,94.07,9.1,0.0,206.77,,17.8,,
ERIE,2021-01-01,297.86,,,104.93,402.79,148.8,185.49,0.0,,194.84,22.46,253.99,9.64,5.5,36.69,2.04,17.57,0.0,192.8,,11.53,,
ERIE,2020-01-01,293.3,,,49.29,342.6,55.51,243.23,0.0,,274.87,175.5,287.08,11.32,6.21,187.71,1.97,6.02,0.0,272.9,,9.05,,
ERIE,2019-01-01,316.82,,,47.71,364.53,101.26,124.63,0.0,,169.57,70.32,263.27,10.63,5.7,23.37,1.92,38.3,0.0,167.65,,23.42,,
ERIE,2018-01-01,288.22,,,24.64,263.59,50.28,81.4,0.0,,131.49,50.7,213.3,8.95,4.62,56.12,24.98,33.71,25.0,156.47,,26.82,,
ERIE,2017-01-01,197.0,,,0.13,197.13,28.93,74.66,0.0,,95.81,26.65,168.2,9.94,3.64,45.74,49.95,22.49,0.0,145.77,,26.59,,
ERIE,2016-01-01,210.37,,,43.97,254.34,25.21,136.94,0.0,,111.21,6.18,229.13,14.35,4.96,116.91,24.78,17.0,0.0,135.99,5.17,11.87,,
ERIE,2015-01-01,174.68,,,42.7,217.38,12.56,0.62,0.0,,126.86,91.14,204.82,13.6,4.43,13.18,0.0,16.86,0.0,126.86,,22.99,,
ERIE,2014-01-01,167.51,,,18.51,186.01,19.47,5.1,19.69,,138.22,42.7,166.54,11.84,3.6,14.38,0.0,79.4,0.0,118.53,,80.66,,
ERIE,2013-01-01,163.0,,,740.0,903.0,42.0,759.0,32.0,24.0,92.0,52.0,861.0,13.73,18.45,717.0,0.0,56.5,0.0,84.0,,58.27,,
CRVL,2021-01-01,66.41,23.92,5.2,28.3,67.22,29.82,29.82,79.62,,79.62,42.21,37.4,5.79,2.11,0.0,,28.77,,,,51.51,,
CRVL,2020-01-01,46.36,23.44,4.98,19.61,94.38,17.24,17.24,20.64,,20.64,56.49,77.14,13.96,4.3,0.0,,16.77,,,,59.15,,
CRVL,2019-01-01,47.38,22.52,4.49,6.45,80.83,32.36,32.36,56.96,,56.96,8.49,48.47,8.18,2.65,0.0,,2.78,,,,23.51,,
CRVL,2018-01-01,46.7,22.98,4.35,4.6,78.64,15.27,15.27,27.42,,27.42,35.94,63.37,10.64,3.37,0.0,,26.53,,,,83.86,,
CRVL,2017-01-01,35.7,21.78,3.16,1.52,62.15,27.69,27.69,7.3,,7.3,27.16,34.46,6.17,1.83,0.0,,19.4,,,,64.02,,
CRVL,2016-01-01,29.48,20.95,2.43,0.81,52.05,31.04,31.01,25.21,,25.21,4.17,21.01,4.05,1.08,0.03,,1.44,,,,39.2,,
CRVL,2015-01-01,28.53,19.95,2.19,0.64,51.31,16.76,17.36,27.41,0.71,26.69,7.26,34.56,6.86,1.74,0.6,,15.78,,,,61.11,,
CRVL,2014-01-01,28.59,18.0,2.21,4.48,44.32,22.87,24.27,29.8,0.4,29.4,9.35,21.45,4.35,1.04,1.4,,19.13,,,,41.17,,
CRVL,2013-01-01,34.39,16.41,2.14,1.86,54.8,18.34,18.34,23.45,2.04,21.41,15.04,36.46,7.61,1.73,0.0,,0.03,,,,8.7,,
CRVL,2012-01-01,26.73,15.74,1.0,11.35,54.82,14.89,14.89,27.02,0.31,26.71,13.23,39.93,9.3,1.79,0.0,,53.68,,,,220.53,,
GOCO,2022-01-01,148.71,111.02,27.14,71.45,60.9,13.51,13.51,0.34,48.36,115.05,67.9,47.39,7.5,5.61,,163.07,,,,,,,
GOCO,2021-01-01,189.36,112.54,27.3,249.49,299.01,19.8,19.8,0.0,,259.09,59.87,318.81,30.01,45.12,,259.09,,,,,,,
BRP,2022-01-01,41.77,86.36,47.39,94.44,2.46,21.98,414.36,0.0,40.12,419.55,2.73,24.44,2.49,0.43,,459.67,,392.38,,,,,
BRP,2021-01-01,30.65,51.51,19.19,0.07,40.13,5.32,678.47,268.32,13.94,724.06,85.72,34.81,6.14,0.73,,469.68,9.0,673.15,,,11.04,,
BRP,2020-01-01,15.7,20.17,7.74,24.6,36.82,5.47,677.81,449.71,79.22,711.94,70.95,31.35,13.01,1.15,,341.46,206.45,672.34,,,204.47,,
BRP,2019-01-01,8.65,10.55,4.61,5.5,12.01,1.72,101.02,233.71,45.75,152.08,63.08,10.3,7.47,0.57,,35.87,1.87,99.3,,,8.63,,
BRP,2018-01-01,0.62,3.09,1.71,7.62,11.79,0.53,42.53,0.38,12.81,35.61,4.87,11.27,14.11,0.19,,48.04,47.13,42.0,,,48.57,,
FANH,2022-01-01,100.27,109.89,0.46,72.87,137.75,73.95,127.56,3.98,0.0,20.37,10.18,63.81,2.29,1.19,483.46,35.68,9.16,21.57,52.07,515.5,33.84,,
FANH,2021-01-01,250.99,119.84,0.0,244.63,126.2,29.76,450.4,0.0,17.78,260.3,316.3,96.44,2.95,1.8,462.17,0.0,68.63,0.96,242.52,17.03,75.1,,
FANH,2020-01-01,268.25,113.36,0.39,21.08,402.3,14.93,325.34,0.0,250.31,638.81,88.83,387.37,11.85,7.21,250.26,0.0,125.6,0.0,388.5,90.0,144.12,,
FANH,2019-01-01,188.93,86.7,0.39,97.71,178.32,19.64,11.96,372.71,15.67,792.11,601.82,158.69,4.28,2.9,24.56,0.0,65.96,7.04,435.07,,68.34,,
FANH,2018-01-01,609.92,26.78,0.0,112.87,523.83,22.56,1567.59,1355.49,17.71,1664.51,426.91,501.27,14.44,8.09,1108.3,0.0,244.34,0.0,326.73,481.85,281.53,,
FANH,2017-01-01,449.23,47.28,0.0,344.38,152.13,20.74,23.72,288.22,103.45,47.56,175.96,131.38,3.21,2.13,476.13,0.0,73.17,20.56,137.22,458.55,720.69,,
FANH,2016-01-01,157.05,33.72,4.94,107.86,87.85,71.84,732.61,1.14,217.72,216.58,861.34,16.01,0.39,0.28,690.15,0.0,68.77,29.38,0.0,,94.18,,
FANH,2015-01-01,210.09,29.95,17.65,23.61,281.3,6.12,1121.44,4.76,138.95,143.71,983.85,275.18,11.19,4.78,1314.12,0.0,7.51,15.48,0.0,183.32,7.52,,
FANH,2014-01-01,161.76,45.06,23.6,31.23,261.65,5.71,445.4,3.18,11.0,7.82,191.56,255.94,11.9,5.09,428.39,0.0,40.71,62.71,0.0,51.42,70.61,,
FANH,2013-01-01,95.64,44.92,45.32,0.07,185.95,35.93,419.31,0.0,3.35,3.35,230.01,150.01,8.54,3.0,251.61,0.0,17.83,1.53,0.0,130.24,2.21,,
SLQT,2022-01-01,297.5,28.79,7.05,76.65,338.31,34.65,42.58,0.0,2.47,235.43,145.46,372.96,48.81,2.27,1.0,237.9,,6.93,0.0,,,,
SLQT,2021-01-01,124.86,19.97,5.17,265.43,115.44,22.99,64.02,0.0,46.46,97.04,82.42,138.43,14.89,0.85,0.0,143.5,,41.03,0.0,,,,
SLQT,2020-01-01,79.48,7.99,9.5,158.75,61.78,15.55,51.37,340.2,133.5,481.45,368.3,77.33,14.61,0.79,0.0,282.74,,35.82,275.0,,,,
SLQT,2019-01-01,72.58,4.7,0.09,77.25,0.11,8.64,8.64,0.03,4.3,8.14,0.39,8.52,2.53,0.1,0.0,5.83,,0.0,1.96,,,,
EHTH,2022-01-01,119.41,3.85,20.32,37.69,26.87,15.51,25.86,0.89,,63.84,62.48,42.38,10.45,1.55,41.37,64.73,,0.0,,,,,
EHTH,2021-01-01,122.94,5.97,32.86,97.07,162.62,20.86,12.63,0.63,214.03,213.24,38.05,183.48,34.09,6.85,8.23,0.15,,0.0,,,,,
EHTH,2020-01-01,45.45,5.19,25.17,183.67,107.86,23.76,73.28,210.16,8.75,201.25,20.29,131.62,22.58,5.06,49.53,0.16,,0.0,,,,,
EHTH,2019-01-01,66.89,5.17,22.57,166.12,71.49,16.87,16.94,117.31,9.54,102.14,13.73,88.36,17.46,3.83,0.0,5.62,,0.0,,0.07,,,
EHTH,2018-01-01,0.24,4.57,12.54,20.58,3.23,10.83,25.76,1.82,,1.86,27.2,14.06,5.59,0.73,0.0,3.68,,14.93,,,,,
EHTH,2017-01-01,25.43,3.88,9.69,54.54,15.54,5.08,5.08,0.77,,0.87,21.49,20.62,10.81,1.11,0.0,0.11,,0.0,,,,,
EHTH,2016-01-01,0.3,4.58,7.27,8.07,4.08,3.73,3.73,1.19,,1.27,0.93,0.36,0.18,0.02,0.0,0.08,70.19,0.0,,,96.66,,
EHTH,2015-01-01,4.76,5.3,7.0,6.16,13.7,3.0,3.0,0.65,,0.58,11.3,10.7,5.65,0.59,0.0,0.07,669.87,0.0,,,,,
EHTH,2014-01-01,16.21,5.72,5.88,6.39,1.78,8.1,8.1,49.4,0.15,49.33,55.64,6.33,3.52,0.34,0.0,0.07,91.51,0.0,,,,,
EHTH,2013-01-01,1.72,4.68,7.8,6.74,20.95,7.33,7.33,50.73,3.38,47.4,33.79,13.62,7.6,0.71,0.0,0.05,15.85,0.0,,,35.26,,
HUIZ,2022-01-01,31.19,46.22,8.16,108.26,85.07,15.78,56.29,6.66,2.85,101.13,232.9,100.84,8.71,1.97,19.3,97.32,,22.32,,1.11,,,
HUIZ,2021-01-01,107.67,40.37,11.36,119.97,175.92,37.08,80.93,2.51,0.9,141.89,119.96,213.0,9.49,4.17,29.79,143.5,,14.29,,0.24,,,
HUIZ,2020-01-01,21.49,13.52,35.88,106.56,137.67,8.2,31.08,338.92,,383.05,479.62,129.47,10.61,2.69,22.45,44.13,16.64,0.57,,0.14,15.55,,
HUIZ,2019-01-01,25.38,3.78,94.96,4.39,118.02,5.98,6.93,0.0,,14.08,97.06,112.05,11.28,4.95,2.0,14.08,76.54,0.0,,1.05,70.29,,
HUIZ,2018-01-01,27.52,3.08,0.97,59.65,66.85,1.05,3.55,0.0,,48.57,111.99,65.8,12.93,2.96,2.5,48.57,,0.0,,,,,
RELI,2022-01-01,6.47,2.84,1.25,13.74,3.19,0.07,24.64,20.33,1.69,25.12,2.71,3.26,19.46,2.98,,6.48,,23.69,,0.88,,,
RELI,2021-01-01,21.1,1.61,0.75,16.48,2.25,0.07,2.3,10.5,0.45,8.64,4.09,2.32,23.94,3.45,,1.4,,1.61,,0.62,,,
RELI,2020-01-01,3.68,1.33,1.47,0.42,0.47,0.0,1.95,1.2,,2.45,0.04,0.47,6.42,1.68,,1.25,,1.95,,,,,
TIRX,2022-01-01,4.68,0.21,2.89,1.39,0.2,0.0,28.9,0.0,,0.0,30.15,0.2,14.88,0.08,28.9,0.0,,0.0,,,,,
TIRX,2021-01-01,1.94,0.26,0.0,0.33,1.36,0.0,7.5,36.86,3.84,32.64,23.92,1.37,49.0,0.79,7.5,0.38,,0.0,,,,,
TIRX,2020-01-01,0.63,0.23,0.0,0.91,0.05,0.0,0.0,0.01,0.37,0.48,0.04,0.05,1.59,0.05,0.0,0.11,,0.0,,,,,
TIRX,2019-01-01,0.18,0.03,0.0,0.02,0.23,0.2,0.04,0.0,0.49,0.87,0.66,0.03,1.69,0.03,0.0,0.38,83.34,0.23,,,97.51,,
TIRX,2018-01-01,1.12,0.03,0.0,0.22,1.37,0.01,0.01,6.09,,6.49,7.38,1.36,44.21,1.36,0.0,0.4,175.56,0.0,,,198.35,,
RKT,2022-01-01,46.42,94.02,216.0,10467.05,10823.5,93.12,578.74,139.94,43.75,12823.79,1422.5,10730.37,183.79,88.99,671.87,10501.08,39.77,0.0,2139.02,,40.71,,
RKT,2021-01-01,308.21,74.71,163.71,7197.29,7743.93,118.29,664.85,189.6,12.72,6921.47,157.49,7625.64,59.05,58.4,687.83,2724.82,,1234.4,3994.33,,,,
RKT,2020-01-01,197.95,74.32,136.19,2085.82,1677.37,106.35,517.2,272.62,3534.66,1757.66,598.38,1783.72,11.4,15.94,623.55,6940.12,,0.0,1375.18,,,,
RKT,2019-01-01,0.0,74.95,39.7,7093.38,6978.73,48.84,71.89,0.0,210.94,7225.36,319.4,7027.57,138.64,3.54,120.74,7436.3,,0.0,0.0,,,,
RKT,2018-01-01,0.0,76.92,33.64,1320.63,1431.18,64.47,94.48,0.0,706.85,1672.71,337.07,1366.71,32.47,,28.67,965.86,,1.34,0.0,,,,
UWMC,2022-01-01,41.72,49.4,7.55,8169.52,8268.18,26.62,1290.35,0.0,751.04,9584.72,26.19,8241.57,347.36,89.12,1316.96,8796.75,,,36.94,,,,
