symbol,date,cash_and_equivalents,cash_and_cash_equivalents,cash_growth,receivables,inventory,other_current_assets,total_current_assets,property_plant_and_equipment,goodwill_and_intangibles,other_long_term_assets,total_long_term_assets,total_assets,accounts_payable,deferred_revenue,other_current_liabilities,total_current_liabilities,other_long_term_liabilities,total_long_term_liabilities,total_liabilities,common_stock,retained_earnings,comprehensive_income,shareholders_equity,total_liabilities_and_equity,net_cash_or_debt,net_cash_or_debt_growth,net_cash_per_share,working_capital,book_value_per_share,long_term_investments,current_debt,total_debt,debt_growth,long_term_debt,short_term_investments,goodwill,intangible_assets
CB,2013-01-01,579.0,579.0,5.85,6701.0,,,,,5404.0,,,94510.0,10071.0,7539.0,,,,,65685.0,13882.0,13791.0,1152.0,28825.0,94510.0,5438.0,,,,84.76,,,6017.0,18.68,,,,
PGR,2022-01-01,220.9,220.9,9.3,16544.5,,,,1034.0,314.2,,,75465.0,5532.8,17293.6,,,,,59574.0,2971.8,15721.2,2802.0,15891.0,75465.0,6167.4,,10.5,,27.19,,,6388.3,30.41,,,,
PGR,2021-01-01,202.1,202.1,164.18,14837.6,,,,1137.3,570.0,,,71132.3,6069.1,15615.8,,,,,52900.7,2851.2,15339.7,40.7,18231.6,71132.3,4696.7,,8.0,,31.19,,,4898.8,9.22,,,,
PGR,2020-01-01,76.5,76.5,66.36,12547.6,,,,1106.0,624.1,,,64098.3,7650.3,13437.5,,,,,47059.7,2752.0,13354.9,931.7,17038.6,64098.3,5319.6,,9.05,,29.13,,,5396.1,22.44,,,,
PGR,2019-01-01,227.4,227.4,203.2,11512.7,,,,1213.7,681.0,,,54910.5,5992.4,12388.8,,,,,41011.7,2651.9,10679.6,341.7,13673.2,54684.9,4179.7,,7.12,,23.42,,,4407.1,0.05,,,,
PGR,2018-01-01,75.0,75.0,72.76,9502.9,,,,1131.7,747.3,,,46575.0,5046.5,10686.5,,,,,35538.7,2556.1,8386.6,120.9,10821.8,46360.5,4329.9,,7.38,,18.58,,,4404.9,33.23,,,,
PGR,2017-01-01,275.3,275.3,21.6,7899.2,,,,1119.6,819.3,,,38701.2,3481.0,8903.5,,,,,28912.7,1970.9,6031.7,1282.2,9284.8,38197.5,3031.0,,5.18,,15.99,,,3306.3,5.02,,,,
PGR,2016-01-01,226.4,226.4,0.89,4679.7,,,,1177.1,882.2,,,33427.5,2495.5,7468.3,,,,,24986.7,1883.3,5140.4,933.4,7957.1,32943.8,2921.8,,4.99,,13.68,,,3148.2,16.26,,,,
PGR,2015-01-01,224.4,224.4,107.01,4187.0,,,,1037.2,942.5,,,29819.3,2067.8,6621.8,,,,,22065.0,1802.4,4686.6,800.4,7289.4,29354.4,2483.5,,4.22,,12.45,,,2707.9,25.09,,,,
PGR,2014-01-01,108.4,108.4,44.34,3622.8,,,,960.6,12.9,,,25787.6,1893.8,5440.1,,,,,18859.0,1772.1,4133.4,1023.1,6928.6,25787.6,2056.3,,3.46,,11.73,,,2164.7,16.33,,,,
PGR,2013-01-01,75.1,75.1,58.07,3385.6,,,,960.9,0.0,,,24408.2,1785.0,5174.5,,,,,18218.7,1737.8,3500.0,951.7,6189.5,24408.2,1785.8,,2.96,,10.33,,,1860.9,9.8,,,,
TRV,2022-01-01,799.0,799.0,4.99,20564.0,,,,,4239.0,,,115717.0,4015.0,,,,,,94157.0,15511.0,43516.0,6445.0,21560.0,115717.0,6493.0,,27.09,,90.97,,,7292.0,0.03,,,,
TRV,2021-01-01,761.0,761.0,5.55,20427.0,,,,,4314.0,,,120466.0,4295.0,,,,,,91579.0,13861.0,41555.0,1193.0,28887.0,120466.0,6529.0,,26.03,,116.25,,,7290.0,11.3,,,,
TRV,2020-01-01,721.0,721.0,45.95,20421.0,,,,,4293.0,,,116764.0,4617.0,,,,,,87563.0,12072.0,38771.0,2502.0,29201.0,116764.0,5829.0,,22.89,,115.19,,,6550.0,0.12,,,,
TRV,2019-01-01,494.0,494.0,32.44,20743.0,,,,,4291.0,,,110122.0,4982.0,,,,,,84179.0,11674.0,36977.0,640.0,25943.0,110122.0,6064.0,,23.12,,99.78,,,6558.0,0.09,,,,
TRV,2018-01-01,373.0,373.0,8.43,20661.0,,,,,4282.0,,,104233.0,5074.0,,,,,,81339.0,10451.0,35204.0,1859.0,22894.0,104233.0,6191.0,,22.95,,85.62,,,6564.0,0.11,,,,
TRV,2017-01-01,344.0,344.0,12.05,20228.0,,,,,4293.0,,,103483.0,5049.0,,,,,,79752.0,9388.0,33462.0,343.0,23731.0,103483.0,6227.0,,22.35,,85.98,,,6571.0,2.08,,,,
TRV,2016-01-01,307.0,307.0,19.21,19618.0,,,,,3848.0,,,100245.0,4882.0,,,,,,77024.0,8220.0,32196.0,755.0,23221.0,100245.0,6130.0,,21.07,,80.6,,,6437.0,1.47,,,,
TRV,2015-01-01,380.0,380.0,1.6,19721.0,,,,,3852.0,,,100184.0,4670.0,,,,,,76586.0,6190.0,29945.0,157.0,23598.0,100184.0,5964.0,,19.0,,75.98,,,6344.0,0.08,,,,
TRV,2014-01-01,374.0,374.0,27.21,19920.0,,,,,3915.0,,,103078.0,4698.0,,,,,,78242.0,3295.0,27251.0,880.0,24836.0,103078.0,5975.0,,17.45,,73.31,,,6349.0,0.05,,,,
TRV,2013-01-01,294.0,294.0,10.91,20166.0,,,,,3985.0,,,103812.0,4626.0,,,,,,79016.0,305.0,24291.0,810.0,24796.0,103812.0,6052.0,,16.17,,66.96,,,6346.0,0.06,,,,
ALL,2022-01-01,736.0,736.0,3.54,18784.0,,,,987.0,3502.0,,,97989.0,,22299.0,,,,,80626.0,31090.0,50970.0,2392.0,17488.0,98114.0,7228.0,,26.65,,64.48,,,7964.0,0.15,,,,
ALL,2021-01-01,763.0,763.0,145.34,18388.0,,,,939.0,3502.0,,,99440.0,,19844.0,,,,,74313.0,28770.0,53294.0,655.0,25179.0,99492.0,7213.0,,24.12,,85.41,,,7976.0,1.93,,,,
ALL,2020-01-01,311.0,311.0,7.99,13678.0,,,,1057.0,2369.0,,,125987.0,,15946.0,,,,,95770.0,25854.0,52767.0,3304.0,30217.0,125987.0,7514.0,,23.82,,96.97,,,7825.0,18.01,,,,
ALL,2019-01-01,338.0,338.0,32.26,15683.0,,,,1145.0,2545.0,,,119950.0,,15343.0,,,,,93952.0,24026.0,48074.0,1950.0,25998.0,119950.0,6293.0,,18.87,,79.21,,,6631.0,2.79,,,,
ALL,2018-01-01,499.0,499.0,19.12,15719.0,,,,1045.0,2530.0,,,112249.0,,14510.0,,,,,90937.0,22839.0,44033.0,118.0,21312.0,112249.0,5952.0,,16.85,,61.28,,,6451.0,1.59,,,,
ALL,2017-01-01,617.0,617.0,41.51,14707.0,,,,1072.0,2181.0,,,112422.0,,13473.0,,,,,89871.0,20917.0,43162.0,306.0,22551.0,112422.0,5733.0,,15.59,,62.3,,,6350.0,0.05,,,,
ALL,2016-01-01,436.0,436.0,11.92,14342.0,,,,1065.0,1219.0,,,108610.0,,12583.0,,,,,88037.0,19689.0,40678.0,416.0,20573.0,108610.0,5911.0,,15.67,,55.19,,,6347.0,23.87,,,,
ALL,2015-01-01,495.0,495.0,24.66,14062.0,,,,1024.0,1219.0,,,104656.0,,12202.0,,,,,84631.0,18633.0,39413.0,755.0,20025.0,104656.0,4629.0,,11.38,,49.92,,,5124.0,0.31,,,,
ALL,2014-01-01,657.0,657.0,2.67,13955.0,,,,1031.0,1219.0,,,108479.0,,11655.0,,,,,86175.0,16099.0,37842.0,561.0,22304.0,108479.0,4483.0,,10.23,,51.7,,,5140.0,17.11,,,,
ALL,2013-01-01,675.0,675.0,16.25,12858.0,,,,1024.0,1243.0,,,123520.0,,10932.0,,,,,102040.0,15146.0,35580.0,1046.0,21480.0,123520.0,5526.0,,11.75,,46.25,,,6201.0,2.38,,,,
MKL,2022-01-01,5221.51,5221.51,6.98,13473.92,,,,,4386.3,,,49791.26,669.74,6220.75,,,,,36054.22,4085.78,9832.8,767.49,13151.09,49205.31,1117.88,115.11,,,977.75,,,4103.63,5.91,,,,
MKL,2021-01-01,4880.95,4880.95,6.44,11506.06,,,,,4721.63,,,48477.1,616.67,5383.62,,,,,33275.51,4032.97,10446.76,237.62,14717.35,47992.86,519.68,70.01,,,1076.76,,,4361.27,25.18,,,,
MKL,2020-01-01,5216.65,5216.65,49.03,9371.41,,,,,4387.34,,,41710.05,493.47,4433.25,,,,,28649.73,4020.23,8195.18,584.38,12799.79,41449.52,1732.63,,,,929.0,,,3484.02,1.42,,,,
MKL,2019-01-01,3500.35,3500.35,46.07,8696.37,,,,,4047.02,,,37473.82,406.72,4057.73,,,,,26217.84,3404.92,7457.18,208.77,11070.87,37288.7,33.83,,,,801.51,,,3534.18,17.43,,,,
MKL,2018-01-01,2396.43,2396.43,4.18,8245.5,,,,,3964.17,,,33306.26,337.33,3611.03,,,,,24031.9,3392.99,5782.31,94.65,9080.65,33112.55,613.15,,,,654.01,,,3009.58,2.89,,,,
MKL,2017-01-01,2500.85,2500.85,19.94,7412.6,,,,,3133.15,,,32805.02,324.3,3308.78,,,,,23137.17,3381.83,3776.74,2345.57,9504.15,32641.31,598.38,,,,684.15,,,3099.23,20.38,,,,
MKL,2016-01-01,2085.16,2085.16,32.08,1647.81,,,,,1864.79,,,25875.3,231.33,2263.84,,,,,17334.21,3368.67,3526.4,1565.87,8460.93,25795.14,489.37,,,,604.72,,,2574.53,14.97,,,,
MKL,2015-01-01,3070.14,3070.14,23.68,1486.19,,,,,1960.22,,,24939.12,224.92,2166.11,,,,,17035.55,3342.36,3137.29,1354.51,7834.15,24869.7,830.87,263.14,,,561.58,,,2239.27,0.64,,,,
MKL,2014-01-01,2482.39,2482.39,10.24,1602.88,,,,,1751.86,,,25200.36,276.12,2245.69,,,,,17537.31,3308.4,2581.87,1704.56,7594.82,25132.13,228.8,55.07,,,544.06,,,2253.59,0.12,,,,
MKL,2013-01-01,2765.45,2765.45,184.17,1627.33,,,,,1532.8,,,23955.51,295.5,2127.12,,,,,17205.32,3288.86,2294.91,1089.81,6673.58,23878.9,509.23,,,,477.74,,,2256.23,51.17,,,,
CINF,2022-01-01,1264.0,1264.0,10.97,3290.0,,,,202.0,,,,29732.0,,3689.0,,,,,19170.0,535.0,11711.0,614.0,10562.0,29732.0,373.0,54.13,,,67.19,,,891.0,0.67,,,,
CINF,2021-01-01,1139.0,1139.0,26.56,2943.0,,,,205.0,,,,31387.0,,3271.0,,,,,18282.0,168.0,12625.0,648.0,13105.0,31387.0,242.0,24100.0,,,81.33,,,897.0,0.22,,,,
CINF,2020-01-01,900.0,900.0,17.34,2692.0,,,,213.0,,,,27542.0,,2960.0,,,,,16753.0,65.0,10085.0,769.0,10789.0,27542.0,1.0,,,,67.06,,,899.0,1.58,,,,
CINF,2019-01-01,767.0,767.0,2.17,2651.0,,,,207.0,,,,25408.0,,2788.0,,,,,15544.0,159.0,9257.0,448.0,9864.0,25408.0,118.0,,,,60.38,,,885.0,2.19,,,,
CINF,2018-01-01,784.0,784.0,19.33,2375.0,,,,195.0,,,,21935.0,,2516.0,,,,,14102.0,186.0,7625.0,22.0,7833.0,21935.0,82.0,,,,48.13,,,866.0,1.76,,,,
CINF,2017-01-01,657.0,657.0,15.44,2258.0,,,,185.0,,,,21843.0,,2404.0,,,,,13600.0,275.0,5180.0,2788.0,8243.0,21843.0,194.0,,,,50.24,,,851.0,0.59,,,,
CINF,2016-01-01,777.0,777.0,42.83,2325.0,,,,183.0,,,,20386.0,,2307.0,,,,,13326.0,330.0,5037.0,1693.0,7060.0,20386.0,69.0,,,,42.85,,,846.0,1.17,,,,
CINF,2015-01-01,544.0,544.0,7.95,2218.0,,,,185.0,,,,18888.0,,2201.0,,,,,12461.0,321.0,4762.0,1344.0,6427.0,18888.0,312.0,,,,39.22,,,856.0,1.72,,,,
CINF,2014-01-01,591.0,591.0,36.49,2177.0,,,,194.0,,,,18748.0,,2082.0,,,,,12175.0,324.0,4505.0,1744.0,6573.0,18748.0,280.0,,,,40.2,,,871.0,7.24,,,,
CINF,2013-01-01,433.0,433.0,11.09,2125.0,,,,210.0,,,,17662.0,,1976.0,,,,,11592.0,298.0,4268.0,1504.0,6070.0,17662.0,506.0,,,,37.05,,,939.0,0.86,,,,
WRB,2022-01-01,1449.35,1449.35,7.62,6897.31,,,,423.23,185.51,,,33815.1,523.13,5297.65,,,,,27046.94,2148.09,10161.01,1264.58,6748.33,33795.27,1387.85,,,,25.42,,,2837.19,13.19,,,,
WRB,2021-01-01,1568.84,1568.84,33.87,6122.91,,,,419.88,169.65,,,32086.41,568.62,4847.16,,,,,25418.68,2080.17,9015.14,281.96,6653.01,32071.7,1699.39,,,,25.11,,,3268.24,19.48,,,,
WRB,2020-01-01,2372.37,2372.37,131.74,5765.4,,,,405.93,169.65,,,28606.91,426.12,4073.19,,,,,22281.12,1975.41,8348.38,62.17,6310.8,28591.92,363.02,,,,23.61,,,2735.38,2.74,,,,
WRB,2019-01-01,1023.71,1023.71,25.21,5122.01,,,,422.09,169.65,,,26662.14,360.31,3656.51,,,,,20543.8,1600.13,7932.37,257.3,6074.94,26618.74,1638.71,,,,22.05,,,2662.42,5.84,,,,
WRB,2018-01-01,817.6,817.6,13.98,4586.16,,,,416.37,173.04,,,24895.98,256.92,3359.99,,,,,19416.18,1610.3,7558.62,510.47,5437.85,24854.03,2010.04,,,,19.79,,,2827.64,10.38,,,,
WRB,2017-01-01,950.47,950.47,19.51,4218.33,,,,422.96,178.95,,,24299.92,246.46,3290.18,,,,,18848.75,1614.08,6956.88,68.54,5411.34,24260.1,1611.16,,,,19.75,,,2561.63,0.88,,,,
WRB,2016-01-01,795.29,795.29,4.15,4343.57,,,,349.43,144.51,,,23364.84,213.13,3283.3,,,,,18283.71,1604.35,6595.99,55.57,5047.21,23330.92,1744.12,,,,18.48,,,2539.4,14.29,,,,
WRB,2015-01-01,763.63,763.63,13.22,3979.52,,,,348.22,153.29,,,21730.97,224.75,3137.13,,,,,17097.76,1511.13,6178.07,66.7,4600.25,21698.01,1458.35,,,,16.58,,,2221.98,13.26,,,,
WRB,2014-01-01,674.44,674.44,19.68,3921.31,,,,332.1,150.94,,,21716.69,237.27,3026.73,,,,,17092.56,1326.02,5732.41,183.55,4589.95,21682.5,1887.23,,,,16.07,,,2561.67,16.73,,,,
WRB,2013-01-01,839.74,839.74,7.28,3763.32,,,,339.45,110.15,,,20551.8,276.76,2781.44,,,,,16182.4,1118.37,5265.02,189.39,4336.04,20518.44,1354.78,,,,14.27,,,2194.52,1.87,,,,
L,2022-01-01,532.0,532.0,14.33,9403.0,,,,10027.0,346.0,,,75567.0,133.0,11088.0,,,,,60366.0,2738.0,14931.0,3320.0,14349.0,74715.0,8487.0,,34.89,,59.09,,,9019.0,0.66,,,,
L,2021-01-01,621.0,621.0,29.92,9273.0,,,,9888.0,349.0,,,81626.0,90.0,10264.0,,,,,62451.0,2884.0,14776.0,186.0,17846.0,80297.0,8458.0,,32.51,,68.73,,,9079.0,10.19,,,,
L,2020-01-01,478.0,478.0,42.26,7833.0,,,,10451.0,785.0,,,80236.0,92.0,9142.0,,,,,61055.0,3129.0,14150.0,581.0,17860.0,78915.0,9631.0,,34.36,,63.71,,,10109.0,12.35,,,,
L,2019-01-01,336.0,336.0,17.04,7675.0,,,,15568.0,767.0,,,82243.0,108.0,8362.0,,,,,60313.0,3364.0,15823.0,68.0,19119.0,79432.0,11197.0,,36.91,,63.16,,,11533.0,1.38,,,,
L,2018-01-01,405.0,405.0,14.19,7960.0,,,,15511.0,665.0,,,78316.0,42.0,7585.0,,,,,56930.0,3625.0,15773.0,880.0,18518.0,75448.0,10971.0,,34.29,,58.04,,,11376.0,1.36,,,,
L,2017-01-01,472.0,472.0,44.34,7613.0,,,,15427.0,659.0,,,79586.0,60.0,5001.0,,,,,55020.0,3134.0,16096.0,26.0,19204.0,74224.0,11061.0,,32.77,,57.05,,,11533.0,7.01,,,,
L,2016-01-01,327.0,327.0,25.68,7644.0,,,,15230.0,346.0,,,76594.0,150.0,3762.0,,,,,53233.0,3190.0,15196.0,223.0,18163.0,71396.0,10451.0,,30.89,,53.74,,,10778.0,2.06,,,,
L,2015-01-01,440.0,440.0,20.88,8041.0,,,,15477.0,351.0,,,76006.0,567.0,3671.0,,,,,53196.0,3187.0,14731.0,357.0,17561.0,70757.0,10120.0,,27.9,,48.45,,,10560.0,1.01,,,,
L,2014-01-01,364.0,364.0,23.81,7770.0,,,,15611.0,374.0,,,78367.0,673.0,3592.0,,,,,53717.0,3485.0,15515.0,280.0,19280.0,72997.0,10304.0,,26.94,,50.48,,,10668.0,3.13,,,,
L,2013-01-01,294.0,294.0,28.95,9338.0,,,,13524.0,357.0,,,79939.0,134.0,3718.0,,,,,55033.0,3611.0,15508.0,339.0,19458.0,74491.0,10050.0,,25.8,,50.07,,,10344.0,12.31,,,,
CNA,2022-01-01,475.0,475.0,11.38,8574.0,,,,226.0,144.0,,,61000.0,,11088.0,,,,,52452.0,2810.0,9336.0,3598.0,8548.0,61000.0,2306.0,,8.46,,31.47,,,2781.0,0.07,,,,
CNA,2021-01-01,536.0,536.0,27.92,8408.0,,,,226.0,148.0,,,66639.0,,10264.0,,,,,53830.0,2826.0,9663.0,320.0,12809.0,66639.0,2243.0,,8.22,,47.13,,,2779.0,0.11,,,,
CNA,2020-01-01,419.0,419.0,73.14,7064.0,,,,252.0,148.0,,,64026.0,,9142.0,,,,,51319.0,2823.0,9081.0,803.0,12707.0,64026.0,2357.0,,8.65,,46.79,,,2776.0,3.62,,,,
CNA,2019-01-01,242.0,242.0,21.94,6628.0,,,,282.0,147.0,,,60612.0,,8362.0,,,,,48397.0,2816.0,9348.0,51.0,12215.0,60612.0,2437.0,,8.94,,44.97,,,2679.0,0.04,,,,
CNA,2018-01-01,310.0,310.0,12.68,6749.0,,,,324.0,146.0,,,57152.0,,7585.0,,,,,45935.0,2818.0,9277.0,878.0,11217.0,57152.0,2370.0,,8.7,,41.31,,,2680.0,6.23,,,,
CNA,2017-01-01,355.0,355.0,31.0,6553.0,,,,326.0,148.0,,,56567.0,,5001.0,,,,,44323.0,2798.0,9414.0,32.0,12244.0,56567.0,2503.0,,9.2,,45.16,,,2858.0,5.46,,,,
CNA,2016-01-01,271.0,271.0,29.97,6625.0,,,,310.0,145.0,,,55233.0,,3762.0,,,,,43264.0,2783.0,9359.0,173.0,11969.0,55233.0,2439.0,,9.0,,44.26,,,2710.0,5.86,,,,
CNA,2015-01-01,387.0,387.0,103.68,6531.0,,,,343.0,150.0,,,55045.0,,3671.0,,,,,43289.0,2758.0,9313.0,315.0,11756.0,55045.0,2173.0,,8.03,,43.51,,,2560.0,0.04,,,,
CNA,2014-01-01,190.0,190.0,2.56,6630.0,,,,295.0,152.0,,,55566.0,,3592.0,,,,,42772.0,2749.0,9645.0,400.0,12794.0,55566.0,2369.0,,8.75,,47.4,,,2559.0,0.04,,,,
CNA,2013-01-01,195.0,195.0,25.0,7996.0,,,,304.0,155.0,,,57194.0,,3718.0,,,,,44543.0,2714.0,9495.0,442.0,12651.0,57194.0,2365.0,,8.75,,46.91,,,2560.0,0.39,,,,
AFG,2022-01-01,872.0,872.0,59.08,3142.0,,,,,246.0,,,28831.0,1035.0,3246.0,,,,,24779.0,1453.0,3142.0,543.0,4052.0,28831.0,624.0,,7.32,,47.62,,,1496.0,23.83,,,,
AFG,2021-01-01,2131.0,2131.0,27.99,2956.0,,,,,246.0,,,28931.0,920.0,3041.0,,,,,23919.0,1415.0,3478.0,119.0,5012.0,28931.0,167.0,,1.95,,58.9,,,1964.0,0.05,,,,
AFG,2020-01-01,1665.0,1665.0,28.05,2675.0,,,,,176.0,,,73710.0,807.0,2803.0,,,,,66921.0,1367.0,4149.0,1273.0,6789.0,73710.0,298.0,,3.34,,76.54,,,1963.0,33.27,,,,
AFG,2019-01-01,2314.0,2314.0,52.74,2988.0,,,,,207.0,,,70130.0,814.0,2830.0,,,,,63861.0,1397.0,4009.0,863.0,6269.0,70130.0,841.0,294.84,9.24,,69.73,,,1473.0,13.13,,,,
AFG,2018-01-01,1515.0,1515.0,35.2,2934.0,,,,,207.0,,,63456.0,752.0,2595.0,,,,,58484.0,1334.0,3588.0,48.0,4970.0,63454.0,213.0,79.46,2.35,,55.84,,,1302.0,0.08,,,,
AFG,2017-01-01,2338.0,2338.0,10.96,2776.0,,,,,199.0,,,60658.0,743.0,2410.0,,,,,55324.0,1269.0,3248.0,813.0,5330.0,60654.0,1037.0,25.85,11.55,,60.71,,,1301.0,1.4,,,,
AFG,2016-01-01,2107.0,2107.0,72.7,2444.0,,,,,199.0,,,55072.0,634.0,2171.0,,,,,50153.0,1198.0,3343.0,375.0,4916.0,55069.0,824.0,271.17,9.31,,56.57,,,1283.0,28.56,,,,
AFG,2015-01-01,1220.0,1220.0,9.16,2237.0,,,,,199.0,,,49837.0,591.0,2060.0,,,,,45067.0,1301.0,2987.0,304.0,4592.0,49659.0,222.0,21.28,2.48,,52.42,,,998.0,5.94,,,,
AFG,2014-01-01,1343.0,1343.0,18.06,2268.0,,,,,201.0,,,47535.0,645.0,1956.0,,,,,42481.0,1240.0,2912.0,727.0,4879.0,47360.0,282.0,61.16,3.1,,54.82,,,1061.0,16.21,,,,
AFG,2013-01-01,1639.0,1639.0,3.87,2001.0,,,,,185.0,,,42087.0,508.0,1757.0,,,,,37318.0,1213.0,2826.0,560.0,4599.0,41917.0,726.0,3.46,7.96,,51.5,,,913.0,4.2,,,,
KNSL,2022-01-01,156.27,156.27,29.11,326.21,,,,,3.54,,,2747.12,63.39,499.68,,,,,2001.67,347.25,533.12,134.92,745.45,2747.12,39.47,,1.71,,32.67,,,195.75,358.47,,,,
KNSL,2021-01-01,121.04,121.04,57.01,193.97,,,,,3.54,,,2025.66,39.36,347.73,,,,,1326.32,295.27,385.94,18.13,699.34,2025.66,78.34,126.93,3.4,,30.82,,,42.7,0.3,,,,
KNSL,2020-01-01,77.09,77.09,23.22,141.86,,,,,3.54,,,1546.9,26.32,260.99,,,,,970.66,291.54,243.32,41.38,576.24,1546.9,34.52,58.74,1.51,,25.82,,,42.57,154.24,,,,
KNSL,2019-01-01,100.41,100.41,33.72,107.06,,,,,3.54,,,1090.55,19.52,187.37,,,,,684.67,229.45,162.91,13.52,405.88,1090.55,83.66,11.42,3.78,,18.85,,,16.74,,,,,
KNSL,2018-01-01,75.09,75.09,8.14,81.04,,,,,3.54,,,773.06,11.66,128.25,,,,,509.08,158.7,106.55,1.26,263.99,773.06,75.09,8.14,3.46,,12.52,,,0.0,,,,,
KNSL,2017-01-01,81.75,81.75,61.07,69.38,,,,,3.54,,,667.85,9.75,103.11,,,,,429.66,155.29,73.5,9.4,238.19,667.85,81.75,61.07,3.8,,11.35,,,0.0,,,,,
KNSL,2016-01-01,50.75,50.75,106.78,95.87,,,,,3.54,,,614.39,12.84,89.34,,,,,404.18,153.56,53.64,3.01,210.21,614.39,50.75,,1.39,,5.8,,,0.0,,,,,
KNSL,2015-01-01,24.54,24.54,2.45,123.15,,,,,3.54,,,545.28,11.24,81.71,,,,,431.83,80.23,29.57,3.65,113.45,545.28,5.06,,0.37,,8.22,,,29.6,7.71,,,,
SIGI,2022-01-01,25.21,25.21,44.06,2040.87,,,,84.31,7.85,,,10802.26,,1992.78,,,,,8274.7,275.9,2749.7,498.04,2527.56,10802.26,479.47,,,,41.93,,,504.68,0.27,,,,
SIGI,2021-01-01,45.06,45.06,195.86,1728.26,,,,82.05,7.85,,,10461.39,,1803.21,,,,,7478.5,264.31,2603.47,115.1,2982.89,10461.39,460.99,,,,49.61,,,506.05,8.12,,,,
SIGI,2020-01-01,15.23,15.23,90.98,1594.04,,,,77.7,7.85,,,9687.91,,1618.27,,,,,6949.02,247.17,2271.54,220.19,2738.89,9687.91,535.51,,,,45.77,,,550.74,0.03,,,,
SIGI,2019-01-01,7.98,7.98,52.86,1563.84,,,,77.41,7.85,,,8797.15,,1523.17,,,,,6602.21,32.66,2080.53,81.75,2194.94,8797.15,542.62,,,,36.95,,,550.6,25.27,,,,
SIGI,2018-01-01,16.92,16.92,62.16,1477.41,,,,65.25,7.85,,,7952.73,,1431.93,,,,,6160.93,11.34,1858.41,77.96,1791.8,7952.73,422.62,,,,30.43,,,439.54,0.1,,,,
SIGI,2017-01-01,44.71,44.71,9662.01,1495.35,,,,63.96,7.85,,,7686.43,,1349.64,,,,,5973.47,5.83,1698.61,20.17,1712.96,7686.43,394.41,,,,29.34,,,439.12,0.1,,,,
SIGI,2016-01-01,0.46,0.46,49.0,1449.43,,,,69.58,7.85,,,7355.85,,1262.82,,,,,5824.48,21.56,1568.88,15.95,1531.37,7355.85,438.21,,,,26.47,,,438.67,13.0,,,,
SIGI,2015-01-01,0.9,0.9,96.25,1318.02,,,,65.7,7.85,,,6904.43,,1169.71,,,,,5506.39,38.73,1446.19,9.43,1398.04,6904.43,387.29,,,,24.44,,,388.19,4.16,,,,
SIGI,2014-01-01,23.96,23.96,12313.99,1287.32,,,,59.42,7.85,,,6574.94,,1095.82,,,,,5299.36,57.64,1313.44,19.79,1275.59,6574.94,348.73,,,,22.61,,,372.69,5.03,,,,
SIGI,2013-01-01,0.19,0.19,8.1,1218.77,,,,50.83,7.85,,,6270.17,,1059.16,,,,,5116.24,72.94,1202.02,24.85,1153.93,6270.17,392.22,,,,20.69,,,392.41,27.66,,,,
RLI,2022-01-01,22.82,22.82,74.31,189.5,,,,49.57,53.56,,,4767.07,61.1,923.54,,,,,3589.73,39.92,1446.34,229.08,1177.34,4767.07,177.05,,3.87,,25.95,,,199.86,0.09,,,,
RLI,2021-01-01,88.8,88.8,42.73,775.37,,,,52.16,53.56,,,4508.3,42.85,680.44,,,,,3278.94,48.58,1228.11,49.83,1229.36,4508.3,110.87,,2.43,,27.18,,,199.68,33.57,,,,
RLI,2020-01-01,62.22,62.22,34.66,618.36,,,,51.41,53.72,,,3938.49,42.27,586.39,,,,,2802.51,56.95,1084.22,108.71,1135.98,3938.49,87.27,,1.92,,25.24,,,149.49,0.13,,,,
RLI,2019-01-01,46.2,46.2,53.29,544.89,,,,53.12,54.13,,,3545.72,25.69,540.21,,,,,2550.33,71.13,1014.05,52.47,995.39,3545.72,103.1,,2.28,,22.25,,,149.3,0.13,,,,
RLI,2018-01-01,30.14,30.14,24.18,517.58,,,,54.69,54.53,,,3105.07,22.59,496.51,,,,,2298.22,86.67,908.08,14.57,806.84,3105.07,118.98,,2.65,,18.19,,,149.12,0.13,,,,
RLI,2017-01-01,24.27,24.27,32.85,436.34,,,,55.85,59.3,,,2947.24,21.62,451.45,,,,,2093.65,92.84,788.52,157.92,853.6,2947.24,124.66,,2.8,,19.39,,,148.93,0.13,,,,
RLI,2016-01-01,18.27,18.27,64.87,414.61,,,,54.61,64.37,,,2777.63,17.93,433.78,,,,,1954.06,96.35,797.31,122.61,823.57,2777.63,130.47,,2.94,,18.82,,,148.74,0.13,,,,
RLI,2015-01-01,11.08,11.08,63.81,441.51,,,,47.1,71.29,,,2735.47,37.56,422.09,,,,,1912.0,105.18,804.88,123.77,823.47,2735.47,137.47,,3.12,,19.02,,,148.55,0.72,,,,
RLI,2014-01-01,30.62,30.62,22.42,489.68,,,,42.55,72.7,,,2775.54,38.01,401.41,,,,,1930.48,113.23,786.91,171.38,845.06,2775.54,119.01,,2.72,,19.64,,,149.63,0.03,,,,
RLI,2013-01-01,39.47,39.47,10.93,507.43,,,,40.26,74.88,,,2740.31,47.33,392.08,,,,,1911.34,118.38,811.32,136.03,828.97,2740.31,110.11,,2.53,,19.39,,,149.58,49.58,,,,
